OID_,Civil_Count,Food_Count,HealthCare_Count,town,town_id,coast,taz,ES_FLAG,OBJECTID,Civil_Count1,Food_Count1,HealthCare_Count1,town_1,town_id_1,coast_1,taz_1,BUFF_DIST,shape_Length_1,shape_Area_1,ES_FLAG1,Shape_Length,Shape_Area,ES_FLAG_ALL,OBJECTID_12,taz_12,HLTH_COUNT,town_12,ES_COUNT05,HLTH_COUNT05,HIED_COUNT05,shape_Length_12,shape_Area_12,ES_COUNT1,HLTH_COUNT1,HIED_COUNT1,shape_Length_12_13,shape_Area_12_13,HIED_COUNT,ES_DEN_TAZ,ES_DEN_1,ES_DEN_05,ES_COUNT,OBJECTID_1,Join_Count,TARGET_FID,town_12_13,town_id_12,coast_12,objectid_12_13,taz_12_13,ORIG_FID,BUFF_DIST_1,COLLEGE,CAMPUS,ADDRESS,CITY,ZIPCODE,PLUS_FOUR,GEOG_TOWN,MAIN_TEL,URL,NCES_ID,TYPE,NCES_TYPE,CATEGORY,DEGREEOFFR,AWARDSOFFR,LARGEPROG,CAMPUSSETT,CAMPUSHOUS,L_SRC,CE_OBJECTID,FID,CE_College,Undergraduate_Enrollment,Graduate_Enrollment,Total_Enrollment,One,Lat,Lng,HIED_ID,shape_Length_12_13_14,shape_Area_12_13_14,HIED_Count5,Shape_Length_12_13_14_15,Shape_Area_12_13_14_15,HLTH_COUNT05m,HIED_COUNT05m,ES_COUNT05m,HLTH_COUNT1m,HIED_COUNT1m,ES_COUNT1m,ES_DEN_05m,ES_DEN_1m
414,1,4,4,BOSTON,35,N,333,1,414,10,82,18,BOSTON,35,N,333,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,2338.979259759961224,327338.862580512068234,1,333,333,1,BOSTON,45,2,0,5055.913399325487262,2034180.041791053256020,108,6,1,10111.826798650974524,8136720.167164213024080,,71.210282851259848,34.377467707849391,57.295779513082323,9,414,46,414,BOSTON,35,N,35,333,414,8046.736093472188259,Boston College (Main Campus),Main Campus,140 Commonwealth Avenue,Chestnut Hill,02467, ,NEWTON,(617) 552-8000,http://www.bc.edu,164924,PRI,"4-year, Private not-for-profit",Research University,"C, B, PBC, M, PMC, D",Less than one year certificate;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship;Doctor's degree - professional practice, ,City: Small,Yes,nces.ed.gov,10,GISDATA.COLLEGES_PT.117,Boston College (Main Campus),N/A,13696,13696,1,42.335021249951438,-71.168754835547645,4-Boston College (Main Campus),50559.133993256335089,203418004.179117113351822,46,2338.979259759961224,327338.862580512068234,2,0,45,6,1,108,57.295779513082302,34.377467707849398
415,1,1,0,BOSTON,35,N,334,0,415,11,103,18,BOSTON,35,N,334,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,2591.246233224344451,297753.570029501628596,1,334,334,,BOSTON,31,2,0,5055.913399325487262,2034180.041791053256020,130,5,1,10111.826798650974524,8136720.167164213024080,,60.888998812679027,41.380285203892790,39.470425886790046,7,415,45,415,BOSTON,35,N,35,334,415,8046.736093472188259,Boston College (Main Campus),Main Campus,140 Commonwealth Avenue,Chestnut Hill,02467, ,NEWTON,(617) 552-8000,http://www.bc.edu,164924,PRI,"4-year, Private not-for-profit",Research University,"C, B, PBC, M, PMC, D",Less than one year certificate;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship;Doctor's degree - professional practice, ,City: Small,Yes,nces.ed.gov,10,GISDATA.COLLEGES_PT.117,Boston College (Main Campus),N/A,13696,13696,1,42.335021249951438,-71.168754835547645,4-Boston College (Main Campus),50559.133993256335089,203418004.179117113351822,45,2591.246233224344451,297753.570029501628596,2,0,31,5,1,130,39.470425886789997,41.380285203892797
416,0,0,0,BOSTON,35,N,385,0,416,10,50,19,BOSTON,35,N,385,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,2159.410222760940087,287280.686631822492927,1,385,385,,BOSTON,14,0,0,5055.913399325487262,2034180.041791053256020,78,7,0,10111.826798650974524,8136720.167164213024080,,0.000000000000000,24.828171122335672,17.825353626292280,0,416,31,416,BOSTON,35,N,35,385,416,8046.736093472188259,Curry College, ,1071 Blue Hill Avenue,Milton,02186, ,MILTON,(617) 333-2210,http://www.curry.edu,165529,PRI,"4-year, Private not-for-profit",Liberal Arts College,"B, M, PMC",Bachelor's degree;Master's degree;Post-master's certificate,Medical Program,Suburb: Large,Yes,nces.ed.gov,20,GISDATA.COLLEGES_PT.68,Curry College,N/A,207,207,1,42.240842220128876,-71.114732220499931,1-Curry College,50559.133993256335089,203418004.179117113351822,31,2159.410222760940087,287280.686631822492927,0,0,14,7,0,78,17.825353626292301,24.828171122335700
417,0,0,0,BOSTON,35,N,335,0,417,10,103,20,BOSTON,35,N,335,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,2127.682104886094294,267760.031424006680027,1,335,335,,BOSTON,23,1,0,5055.913399325487262,2034180.041791053256020,130,6,1,10111.826798650974524,8136720.167164213024080,,29.018387432708288,41.380285203892790,29.284509528908742,3,417,44,417,BOSTON,35,N,35,335,417,8046.736093472188259,Boston College (Main Campus),Main Campus,140 Commonwealth Avenue,Chestnut Hill,02467, ,NEWTON,(617) 552-8000,http://www.bc.edu,164924,PRI,"4-year, Private not-for-profit",Research University,"C, B, PBC, M, PMC, D",Less than one year certificate;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship;Doctor's degree - professional practice, ,City: Small,Yes,nces.ed.gov,10,GISDATA.COLLEGES_PT.117,Boston College (Main Campus),N/A,13696,13696,1,42.335021249951438,-71.168754835547645,4-Boston College (Main Campus),50559.133993256335089,203418004.179117113351822,44,2127.682104886094294,267760.031424006680027,1,0,23,6,1,130,29.284509528908700,41.380285203892797
418,0,1,0,BOSTON,35,N,336,0,418,10,102,21,BOSTON,35,N,336,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,2549.813073381422782,299700.718589758849703,1,336,336,,BOSTON,29,1,0,5055.913399325487262,2034180.041791053256020,128,7,0,10111.826798650974524,8136720.167164213024080,,60.493404411265892,40.743665431525208,36.923946797319722,7,418,45,418,BOSTON,35,N,35,336,418,8046.736093472188259,Boston College (Main Campus),Main Campus,140 Commonwealth Avenue,Chestnut Hill,02467, ,NEWTON,(617) 552-8000,http://www.bc.edu,164924,PRI,"4-year, Private not-for-profit",Research University,"C, B, PBC, M, PMC, D",Less than one year certificate;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship;Doctor's degree - professional practice, ,City: Small,Yes,nces.ed.gov,10,GISDATA.COLLEGES_PT.117,Boston College (Main Campus),N/A,13696,13696,1,42.335021249951438,-71.168754835547645,4-Boston College (Main Campus),50559.133993256335089,203418004.179117113351822,45,2549.813073381422782,299700.718589758849703,1,0,29,7,0,128,36.923946797319701,40.743665431525201
419,0,2,1,BOSTON,35,N,337,1,419,10,106,25,BOSTON,35,N,337,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,2220.455945616132794,232166.423618291999446,1,337,337,1,BOSTON,33,1,0,5055.913399325487262,2034180.041791053256020,135,8,0,10111.826798650974524,8136720.167164213024080,,200.803308499872088,42.971834634811742,42.016904976260371,18,419,45,419,BOSTON,35,N,35,337,419,8046.736093472188259,Boston College (Main Campus),Main Campus,140 Commonwealth Avenue,Chestnut Hill,02467, ,NEWTON,(617) 552-8000,http://www.bc.edu,164924,PRI,"4-year, Private not-for-profit",Research University,"C, B, PBC, M, PMC, D",Less than one year certificate;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship;Doctor's degree - professional practice, ,City: Small,Yes,nces.ed.gov,10,GISDATA.COLLEGES_PT.117,Boston College (Main Campus),N/A,13696,13696,1,42.335021249951438,-71.168754835547645,4-Boston College (Main Campus),50559.133993256335089,203418004.179117113351822,45,2220.455945616132794,232166.423618291999446,1,0,33,8,0,135,42.016904976260399,42.971834634811700
420,0,2,0,BOSTON,35,N,348,0,420,4,21,4,BOSTON,35,N,348,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,3400.547633695855438,364404.491174013179261,1,348,348,,BOSTON,6,0,0,5055.913399325487262,2034180.041791053256020,29,3,0,10111.826798650974524,8136720.167164213024080,,21.322361603786085,9.230986699329931,7.639437268410976,3,420,36,420,BOSTON,35,N,35,348,420,8046.736093472188259,Curry College, ,1071 Blue Hill Avenue,Milton,02186, ,MILTON,(617) 333-2210,http://www.curry.edu,165529,PRI,"4-year, Private not-for-profit",Liberal Arts College,"B, M, PMC",Bachelor's degree;Master's degree;Post-master's certificate,Medical Program,Suburb: Large,Yes,nces.ed.gov,20,GISDATA.COLLEGES_PT.68,Curry College,N/A,207,207,1,42.240842220128876,-71.114732220499931,1-Curry College,50559.133993256335089,203418004.179117113351822,36,3400.547633695855438,364404.491174013179261,0,0,6,3,0,29,7.639437268410980,9.230986699329931
421,0,0,1,BOSTON,35,N,349,0,421,2,32,3,BOSTON,35,N,349,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,5821.766316456375534,1255407.216962972888723,1,349,349,1,BOSTON,1,1,0,5055.913399325487262,2034180.041791053256020,37,2,0,10111.826798650974524,8136720.167164213024080,,2.063066131283616,11.777465788800255,1.273239544735163,1,421,33,421,BOSTON,35,N,35,349,421,8046.736093472188259,Curry College, ,1071 Blue Hill Avenue,Milton,02186, ,MILTON,(617) 333-2210,http://www.curry.edu,165529,PRI,"4-year, Private not-for-profit",Liberal Arts College,"B, M, PMC",Bachelor's degree;Master's degree;Post-master's certificate,Medical Program,Suburb: Large,Yes,nces.ed.gov,20,GISDATA.COLLEGES_PT.68,Curry College,N/A,207,207,1,42.240842220128876,-71.114732220499931,1-Curry College,50559.133993256335089,203418004.179117113351822,33,5821.766316456375534,1255407.216962972888723,1,0,1,2,0,37,1.273239544735160,11.777465788800299
422,0,0,0,BOSTON,35,N,351,0,422,3,32,5,BOSTON,35,N,351,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,3607.775677124686354,779860.830132783739828,1,351,351,,BOSTON,1,0,0,5055.913399325487262,2034180.041791053256020,39,2,0,10111.826798650974524,8136720.167164213024080,,0.000000000000000,12.414085561167836,1.273239544735163,0,422,31,422,BOSTON,35,N,35,351,422,8046.736093472188259,Curry College, ,1071 Blue Hill Avenue,Milton,02186, ,MILTON,(617) 333-2210,http://www.curry.edu,165529,PRI,"4-year, Private not-for-profit",Liberal Arts College,"B, M, PMC",Bachelor's degree;Master's degree;Post-master's certificate,Medical Program,Suburb: Large,Yes,nces.ed.gov,20,GISDATA.COLLEGES_PT.68,Curry College,N/A,207,207,1,42.240842220128876,-71.114732220499931,1-Curry College,50559.133993256335089,203418004.179117113351822,31,3607.775677124686354,779860.830132783739828,0,0,1,2,0,39,1.273239544735160,12.414085561167800
423,2,1,1,BOSTON,35,N,352,1,423,4,37,8,BOSTON,35,N,352,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,2583.210763812018286,177841.700311245047487,1,352,352,1,BOSTON,17,1,0,5055.913399325487262,2034180.041791053256020,48,5,0,10111.826798650974524,8136720.167164213024080,,131.071019630225862,15.278874536821952,21.645072260497766,9,423,29,423,BOSTON,35,N,35,352,423,8046.736093472188259,Curry College, ,1071 Blue Hill Avenue,Milton,02186, ,MILTON,(617) 333-2210,http://www.curry.edu,165529,PRI,"4-year, Private not-for-profit",Liberal Arts College,"B, M, PMC",Bachelor's degree;Master's degree;Post-master's certificate,Medical Program,Suburb: Large,Yes,nces.ed.gov,20,GISDATA.COLLEGES_PT.68,Curry College,N/A,207,207,1,42.240842220128876,-71.114732220499931,1-Curry College,50559.133993256335089,203418004.179117113351822,29,2583.210763812018286,177841.700311245047487,1,0,17,5,0,48,21.645072260497798,15.278874536822000
424,1,3,0,BOSTON,35,N,353,1,424,6,89,25,BOSTON,35,N,353,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,1773.446213761583977,189022.192112596821971,1,353,353,1,BOSTON,31,3,0,5055.913399325487262,2034180.041791053256020,115,8,1,10111.826798650974524,8136720.167164213024080,,82.212191531749426,36.605636911135932,39.470425886790046,6,424,38,424,BOSTON,35,N,35,353,424,8046.736093472188259,Harvard University (School of Public Health),School of Public Health,677 Huntington Ave,Boston,02115, ,BOSTON,(617) 432-1031,http://www.hsph.harvard.edu/,166027,PRI,"4-year, Private not-for-profit",Research University,"A, B, PBC, M, PMC, D",Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship;Doctor's degree - professional practice, ,City: Midsize,Yes,IN-WEBSITE,36,GISDATA.COLLEGES_PT.118,Harvard University (School of Public Health),N/A,2169,2169,1,42.335311323962586,-71.102951174040868,5-Harvard University (School of Public Health),50559.133993256335089,203418004.179117113351822,38,1773.446213761583977,189022.192112596821971,3,0,31,8,1,115,39.470425886789997,36.605636911135903
425,2,2,0,BOSTON,35,N,441,1,425,5,12,6,BOSTON,35,N,441,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,3850.534152326176809,680469.654352218145505,1,441,441,,BOSTON,11,0,0,5055.913399325487262,2034180.041791053256020,23,1,0,10111.826798650974524,8136720.167164213024080,,22.837063434526552,7.321127382227186,14.005634992086790,6,425,20,425,BOSTON,35,N,35,441,425,8046.736093472188259,Curry College, ,1071 Blue Hill Avenue,Milton,02186, ,MILTON,(617) 333-2210,http://www.curry.edu,165529,PRI,"4-year, Private not-for-profit",Liberal Arts College,"B, M, PMC",Bachelor's degree;Master's degree;Post-master's certificate,Medical Program,Suburb: Large,Yes,nces.ed.gov,20,GISDATA.COLLEGES_PT.68,Curry College,N/A,207,207,1,42.240842220128876,-71.114732220499931,1-Curry College,50559.133993256335089,203418004.179117113351822,20,3850.534152326176809,680469.654352218145505,0,0,11,1,0,23,14.005634992086801,7.321127382227190
426,0,2,0,BOSTON,35,N,354,0,426,5,59,18,BOSTON,35,N,354,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,2514.980491183057438,331360.149679184018169,1,354,354,,BOSTON,20,3,0,5055.913399325487262,2034180.041791053256020,78,6,2,10111.826798650974524,8136720.167164213024080,,23.448698759880138,24.828171122335672,25.464790894703256,3,426,38,426,BOSTON,35,N,35,354,426,8046.736093472188259,Harvard University (School of Public Health),School of Public Health,677 Huntington Ave,Boston,02115, ,BOSTON,(617) 432-1031,http://www.hsph.harvard.edu/,166027,PRI,"4-year, Private not-for-profit",Research University,"A, B, PBC, M, PMC, D",Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship;Doctor's degree - professional practice, ,City: Midsize,Yes,IN-WEBSITE,36,GISDATA.COLLEGES_PT.118,Harvard University (School of Public Health),N/A,2169,2169,1,42.335311323962586,-71.102951174040868,5-Harvard University (School of Public Health),50559.133993256335089,203418004.179117113351822,38,2514.980491183057438,331360.149679184018169,3,0,20,6,2,78,25.464790894703299,24.828171122335700
427,1,0,0,BOSTON,35,N,355,0,427,2,32,13,BOSTON,35,N,355,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,1913.745068836724158,168785.540300451801158,1,355,355,1,BOSTON,5,1,0,5055.913399325487262,2034180.041791053256020,45,3,1,10111.826798650974524,8136720.167164213024080,,46.034537775124640,14.323944878270581,6.366197723675814,3,427,36,427,BOSTON,35,N,35,355,427,8046.736093472188259,Harvard University (School of Public Health),School of Public Health,677 Huntington Ave,Boston,02115, ,BOSTON,(617) 432-1031,http://www.hsph.harvard.edu/,166027,PRI,"4-year, Private not-for-profit",Research University,"A, B, PBC, M, PMC, D",Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship;Doctor's degree - professional practice, ,City: Midsize,Yes,IN-WEBSITE,36,GISDATA.COLLEGES_PT.118,Harvard University (School of Public Health),N/A,2169,2169,1,42.335311323962586,-71.102951174040868,5-Harvard University (School of Public Health),50559.133993256335089,203418004.179117113351822,36,1913.745068836724158,168785.540300451801158,1,0,5,3,1,45,6.366197723675810,14.323944878270600
428,0,0,3,BOSTON,35,N,356,0,428,1,14,6,BOSTON,35,N,356,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,2287.297907100061821,232235.284232499892823,1,356,356,1,BOSTON,5,1,1,5055.913399325487262,2034180.041791053256020,20,2,1,10111.826798650974524,8136720.167164213024080,,22.304863094725832,6.366197723675814,6.366197723675814,2,428,35,428,BOSTON,35,N,35,356,428,8046.736093472188259,Harvard University (School of Public Health),School of Public Health,677 Huntington Ave,Boston,02115, ,BOSTON,(617) 432-1031,http://www.hsph.harvard.edu/,166027,PRI,"4-year, Private not-for-profit",Research University,"A, B, PBC, M, PMC, D",Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship;Doctor's degree - professional practice, ,City: Midsize,Yes,IN-WEBSITE,36,GISDATA.COLLEGES_PT.118,Harvard University (School of Public Health),N/A,2169,2169,1,42.335311323962586,-71.102951174040868,5-Harvard University (School of Public Health),50559.133993256335089,203418004.179117113351822,35,2287.297907100061821,232235.284232499892823,1,1,5,2,1,20,6.366197723675810,6.366197723675810
429,1,3,1,BOSTON,35,N,382,1,429,9,57,13,BOSTON,35,N,382,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,2394.808451088681068,210168.256801231211284,1,382,382,,BOSTON,35,3,0,5055.913399325487262,2034180.041791053256020,79,5,0,10111.826798650974524,8136720.167164213024080,,147.880835081665282,25.146481008519466,44.563384065730695,12,429,32,429,BOSTON,35,N,35,382,429,8046.736093472188259,Curry College, ,1071 Blue Hill Avenue,Milton,02186, ,MILTON,(617) 333-2210,http://www.curry.edu,165529,PRI,"4-year, Private not-for-profit",Liberal Arts College,"B, M, PMC",Bachelor's degree;Master's degree;Post-master's certificate,Medical Program,Suburb: Large,Yes,nces.ed.gov,20,GISDATA.COLLEGES_PT.68,Curry College,N/A,207,207,1,42.240842220128876,-71.114732220499931,1-Curry College,50559.133993256335089,203418004.179117113351822,32,2394.808451088681068,210168.256801231211284,3,0,35,5,0,79,44.563384065730702,25.146481008519501
430,0,0,0,BOSTON,35,N,357,0,430,1,4,5,BOSTON,35,N,357,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,2896.554410580497461,441090.136601025820710,1,357,357,,BOSTON,0,0,1,5055.913399325487262,2034180.041791053256020,9,1,1,10111.826798650974524,8136720.167164213024080,1,0.000000000000000,2.864788975654116,0.000000000000000,0,430,35,430,BOSTON,35,N,35,357,430,8046.736093472188259,Massachusetts School of Barbering, ,58 Ross Way,Quincy,02169, ,QUINCY,(617) 770-4444,http://www.massschoolofbarbering.com,166805,PRI,"< 2-year, Private for-profit",Private Vocational School,C,One but less than two years certificate,Barbering/Barber,Suburb: Large,No,nces.ed.gov,55,GISDATA.COLLEGES_PT.72,Massachusetts School of Barbering,57,N/A,57,1,42.247194442089409,-71.001589546399856,3-Massachusetts School of Barbering,50559.133993256335089,203418004.179117113351822,35,2896.554410580497461,441090.136601025820710,0,1,0,1,1,9,0.000000000000000,2.864788975654120
431,0,0,0,BOSTON,35,N,358,0,431,2,18,9,BOSTON,35,N,358,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,2847.757331766072184,368025.080105872533750,1,358,358,1,BOSTON,5,1,1,5055.913399325487262,2034180.041791053256020,27,3,2,10111.826798650974524,8136720.167164213024080,,14.075063088310404,8.594366926962348,6.366197723675814,2,431,36,431,BOSTON,35,N,35,358,431,8046.736093472188259,Harvard University (School of Public Health),School of Public Health,677 Huntington Ave,Boston,02115, ,BOSTON,(617) 432-1031,http://www.hsph.harvard.edu/,166027,PRI,"4-year, Private not-for-profit",Research University,"A, B, PBC, M, PMC, D",Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship;Doctor's degree - professional practice, ,City: Midsize,Yes,IN-WEBSITE,36,GISDATA.COLLEGES_PT.118,Harvard University (School of Public Health),N/A,2169,2169,1,42.335311323962586,-71.102951174040868,5-Harvard University (School of Public Health),50559.133993256335089,203418004.179117113351822,36,2847.757331766072184,368025.080105872533750,1,1,5,3,2,27,6.366197723675810,8.594366926962349
